0.46150768	-1.2468619	0.046368346	-2.1519175
3.9216495	-1.251658	2.3355088	-1.3404809
-0.20367686	1.5479417	-0.98039496	2.039079
-3.1483989	-2.2961059	1.0911983	0.4845736
-1.4426823	2.8720458	0.17550859	-0.97700316
0.7576846	0.85460883	2.3428676	0.33791792
-2.8763993	-0.5714657	-1.0212986	0.20225164
2.0121856	-1.241511	-0.04828534	-3.6115007
-3.4335804	-0.27938372	-0.6120093	0.36044225
-1.1409229	1.8547238	2.6533463	0.5915284
-0.5986503	-2.5248015	-0.70565677	-2.898245
-2.4258368	-0.9017537	1.180345	1.9637815
1.035047	-3.2669044	-4.1593204	-1.5040188
0.9527061	0.60009086	2.2948558	2.3236356
-3.4195848	-0.85680777	-0.48194027	0.5314394
-0.4599684	3.4200583	2.0391238	-1.3749195
0.36439478	0.0028416838	0.4934723	1.3254398
-1.493295	-0.9594083	2.7608156	-1.9341059
-0.85416454	-0.7646319	-0.655972	1.0990934
-3.0490744	0.3566517	1.3080326	-1.3972775
1.3602436	1.9723628	-1.1723999	2.3776321
4.0255904	-1.4930433	2.1073916	-1.6503283
-2.511184	0.83906084	1.5194134	-0.06462688
-3.1771865	-1.9854058	0.9507082	0.5720936
-1.0727174	-1.1156529	1.0736096	0.5475768
2.9483807	-4.1556373	-0.59541935	-0.67555064
-2.3420029	1.6976314	-1.2548009	-0.36842307
3.0768542	-2.450216	-1.6826487	-4.4233475
1.4359331	0.8051779	-0.9844502	-1.3742745
-2.5230403	0.53347695	1.2603852	1.1129752
-1.1570644	-0.1792098	-2.439725	0.63225937
-0.86440736	-2.473611	3.342997	-1.4576336
-0.07850719	0.34676313	0.17287682	2.345965
-2.3550863	0.77330244	1.8381125	-1.519722
2.419778	-1.010792	2.8736548	-2.4214666
-2.3479557	-0.7432928	1.4361848	0.28139815
0.2162761	-0.90524846	0.8318293	1.0712503
3.6751723	-1.0384462	3.5978177	-1.1020865
-1.3001088	2.2840474	-0.80435854	1.2434968
0.9909323	1.1217529	1.5700614	1.1337258
-3.918398	-1.3091699	-0.079187766	-0.038481932
-0.6657322	-1.3075222	1.2274297	-2.4964354
-2.9179575	1.4079871	-0.69785476	-0.49518523
-2.6438441	0.04870577	0.65607494	-1.9010961
-1.9390134	-0.07240407	-3.0519595	-0.011341107
-0.94514036	3.3784862	0.16695714	-1.9502245
-0.897064	-0.26231578	-1.3116174	-1.0973136
-0.9839203	-0.5995349	2.5913231	-1.5226246
-1.0826017	-0.19848502	-2.7894309	-0.6979427
1.0219246	-2.9604285	-0.37241492	-4.351964
-0.35048017	-2.9807062	-1.9594365	-0.33948433
